   0    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   1    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   2    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   3    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   4    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   5    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   6    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   7    7.962223291397e-01    0.000000000000e+00    6.048215627670e-01    1.486899051815e-02   -6.048215031624e-01    1.486898865551e-02    7.962223291397e-01    0.000000000000e+00
   8    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
   9    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  10    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  11    8.774801492691e-01    0.000000000000e+00    4.782799482346e-01    3.573416918516e-02   -4.782798588276e-01    3.573416173458e-02    8.774801492691e-01    0.000000000000e+00
  12    7.605633139610e-01    0.000000000000e+00    6.488928794861e-01    2.194312959909e-02   -6.488928794861e-01    2.194312959909e-02    7.605632543564e-01    0.000000000000e+00
  13    7.096098065376e-01    0.000000000000e+00   -7.045221924782e-01   -1.011812500656e-02    7.045221924782e-01   -1.011812407523e-02    7.096097469330e-01    0.000000000000e+00
  14    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  15    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  16    7.907612323761e-01    0.000000000000e+00    6.105109453201e-01   -4.441897571087e-02   -6.105109453201e-01   -4.441897198558e-02    7.907611727715e-01    0.000000000000e+00
  17    7.277774810791e-01    0.000000000000e+00   -6.858114600182e-01    1.633951906115e-03    6.858114004135e-01    1.633951556869e-03    7.277774214745e-01    0.000000000000e+00
  18    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  19    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  20    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  21    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  22    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  23    7.155379652977e-01    0.000000000000e+00   -6.985200047493e-01    8.678633719683e-03    6.985198855400e-01    8.678629063070e-03    7.155379056931e-01    0.000000000000e+00
  24    1.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    0.000000000000e+00    1.000000000000e+00    0.000000000000e+00
  25    7.147052288055e-01    0.000000000000e+00   -6.878995299339e-01    1.264539808035e-01    6.878994703293e-01    1.264539808035e-01    7.147054076195e-01    0.000000000000e+00
  26    7.421175241470e-01    0.000000000000e+00   -6.702688336372e-01    1.170725096017e-03    6.702687740326e-01    1.170725096017e-03    7.421174049377e-01    0.000000000000e+00
  27    7.402138710022e-01    0.000000000000e+00   -6.651005744934e-01   -9.861287474632e-02    6.651005744934e-01   -9.861285984516e-02    7.402140498161e-01    0.000000000000e+00
